src,tgt,src_lang,tgt_lang,domain
Way too slow to operate. Extremely slow and hanging app. Gets stuck for minutes to choose and impossible to delete wishlist items. It takes ages and get extremely hanged. This app really needs some work.,"ತೀವ್ರವಾಗಿ ನಿಧಾನವಾಗಿ ಕೆಲಸ ಮಾಡುತ್ತಿರುವ ಅಪ್ಲಿಕೇಶನ್. ತುಂಬಾ slow ಆಗಿ ಹ್ಯಾಂಗ್ ಆಗುತ್ತದೆ. ಆಯ್ಕೆಮಾಡಲು ನಿಮಿಷಗಳ ಕಾಲ ಅಟ್ಟಿಬಿದ್ದಿರುತ್ತದೆ, wishlist  ಐಟಂಗಳನ್ನು ಅಳಿಸುವುದು ಅಸಾಧ್ಯವಾಗಿರುತ್ತದೆ. ಸಮಯ ಜಾಸ್ತಿ ತೆಗೆದುಕೊಳ್ಳುತ್ತದೆ ಮತ್ತು ಬಹಳಷ್ಟು ಸಮಯ ಫ್ರೀಜ್ ಆಗಿರುತ್ತದೆ. ಈ ಅಪ್ಲಿಕೇಶನ್‌ಗೆ ನಿಜವಾಗಿಯೂ ಅಪ್‌ಡೇಟ್ ಅಥವಾ ಸುಧಾರಣೆ ಬೇಕಿದೆ.",English,Kannada,F
"Its happened just like before you'll order something, after a few days when the delivery date comes they'll send a message saying that it's 'out for delivery' you'll get no message no call nothing from the delivery guy, this will go one for a few days after that your order will get cancelled due to an ' internal issue ' no support from the help centre no agents there to help you. Happened to me twice already, really disappointed with this , if it was for one time only i wouldn't mind but twice?","ಹೆಚ್ಚಿನ ಸಮಯದಲ್ಲಿನಂತೆ ಇದೇದಾಗಿದೆ. ನೀವು ಆರ್ಡರ್ ಮಾಡಿದ ಮೇಲೆ, ಡೆಲಿವರಿ ದಿನದಂದು ‘ಡೆಲಿವರಿಗೆ ಹೊರಟಿದೆ’ ಅನ್ನುವ ಮೆಸೇಜ್ ಬರುತ್ತದೆ. ಆದರೆ, ಯಾವುದೇ ಕಾಲ್ ಅಥವಾ ಮೆಸೇಜ್ ಡೆಲಿವರಿ ವ್ಯಕ್ತಿಯಿಂದ ಬರುತ್ತಿಲ್ಲ. ಕೆಲ ದಿನಗಳ ಕಾಲ ಇದೇ ಸ್ಥಿತಿ ಮುಂದುವರಿದ ಬಳಿಕ, 'ಅಂತರಂಗ ಸಮಸ್ಯೆ' ಕಾರಣದಿಂದ ಆರ್ಡರ್ ಅಮುಲುಗೊಳ್ಳುತ್ತದೆ. ಸಹಾಯ ಕೇಂದ್ರ(help centre) ನಿಂದ ಯಾವುದೇ ಸಹಾಯ ಇಲ್ಲ, ಏಜಂಟ್‌ಗಳ ಸಹಾಯ ಕೂಡ ಲಭ್ಯವಿಲ್ಲ. ನನಗೆ ಈಗಾಗಲೇ ಎರಡು ಬಾರಿ ಇದೇ ಘಟನೆ ನಡೆದಿದೆ. ಇದೊಂದು ಬಾರಿ ಆಗಿದ್ದರೆ ಪರವಾಗಿಲ್ಲ, ಆದರೆ ಎರಡು ಬಾರಿ? ತುಂಬಾ ನಿರಾಸೆಯಾಗಿದೆ.",English,Kannada,F
"one of the truly wonderful app ,trusted brand,and price also pocket friendly I m using this app from last 12 years ,keep it up and thanks for giving us wonderful brand.",ಇದು ಸತ್ಯವಾಗಿ ಅದ್ಭುತವಾದ ಆಪ್‌ಗಳಲ್ಲಿ ಒಂದಾಗಿದೆ – ನಂಬಿಕಸ್ಥ ಬ್ರ್ಯಾಂಡ್ ಹಾಗೂ ಜೇಬಿಗೆ(pocket)ತಕ್ಕ ಬೆಲೆ. ನಾನು ಕಳೆದ 12 ವರ್ಷಗಳಿಂದ ಈ ಆಪ್ ಬಳಸುತ್ತಿದ್ದೇನೆ. ಇದೇ ರೀತಿ ಉತ್ತಮ ಸೇವೆ ಮುಂದುವರಿಸಿ. ನಮಗೆ ಇಂತಹ wonderful ಬ್ರ್ಯಾಂಡ್ ನೀಡಿದಕ್ಕಾಗಿ ಧನ್ಯವಾದಗಳು!,English,Kannada,F
"They were good initially, but now myntra is a total scam, the products are not original. All the sales they put is totally a scam, they just put wrong MRP and show that they have given 80% or 90% discount, but when I checked the MRP on the brand website, I was totally shocked. The prices are high during the sale than the normal time.","ಆರಂಭದಲ್ಲಿ ಮಿಂತ್ರಾ ಚೆನ್ನಾಗಿತ್ತು, ಆದರೆ ಈಗ ಇದು ಪೂರ್ಣವಾಗಿ scam ಎಂದು ಅನುಭವವಾಗುತ್ತಿದೆ. ಈಗ ಪ್ರಾಡಕ್ಟ್‌ಗಳು ಅಸಲಿ ಎಂದು ಅನಿಸೋದಿಲ್ಲ. ಅವರ ಸೇಲ್‌ಗಳು ಸಹ ಮೋಸಮಾಡುವಂತಹವು — ಅವರು MRP ಅನ್ನು ಹೆಚ್ಚು ತೋರಿಸಿ 80% ಅಥವಾ 90% ರಿಯಾಯಿತಿ ಕೊಟ್ಟಂತೆ ತೋರಿಸುತ್ತಾರೆ. ನಾನು ಬ್ರ್ಯಾಂಡ್‌ website MRP ಚೆಕ್ ಮಾಡಿದಾಗ ಆಶ್ಚರ್ಯವಾಯಿತು. ಸೇಲ್ ಸಮಯದಲ್ಲಿ ಸಾಮಾನ್ಯ ಸಮಯಕ್ಕಿಂತ ಬೆಲೆ ಹೆಚ್ಚು ಇದೆ. ತುಂಬಾ ನಿರಾಸೆಯಾಗಿದೆ!",English,Kannada,F
"I am very disappointed with Myntra..when the items are showing the option of pay on delivery then also during payment it is showing that pay on delivery is unavailable..and its getting repeated again and again..my delivery is getting cancelled after the payment.. sometime its taking much more time than the usual time to deliver..it was not happend before but now everytime i want to order anything then pay first ,wait for 2 weeks then order getting cancelled.also no support from myntra help line","ನಾನು Myntra ಇಂದ ತುಂಬಾ ನಿರಾಶರಾಗಿದ್ದೇನೆ.. ವಸ್ತುಗಳು ಪೇ ಆನ್ ಡೆಲಿವರಿ ಆಯ್ಕೆಯನ್ನು ತೋರಿಸಿದರೂ ಪಾವತಿ ಮಾಡುವಾಗ ಪೇ ಆನ್ ಡೆಲಿವರಿ ಲಭ್ಯವಿಲ್ಲ ಎಂದು ತೋರಿಸುತ್ತಿದೆ.. ಮತ್ತು ಇದು ಪುನರಾವರ್ತಿತವಾಗುತ್ತಿದೆ.. ನನ್ನ ಡೆಲಿವರಿ ಪಾವತಿ ಮಾಡಿದ ನಂತರ ರದ್ದಾಗುತ್ತಿದೆ.. ಕೆಲವೊಮ್ಮೆ ವಿತರಣೆ ಮಾಡುವ ಸಮಯದಲ್ಲಿ ಹೆಚ್ಚು ಸಮಯ ತೆಗೆದುಕೊಳ್ಳುತ್ತಿದೆ.. ಇದುವರೆಗೆ ಅಚ್ಚರಿಯ ವಿಷಯವೆಂದರೆ, ಈಗ ನಾನು ಯಾವಾಗಲಾದರೂ ಆರ್ಡರ್ ಮಾಡಲು ಪ್ರಯತ್ನಿಸಿದರೆ, ಮೊದಲು ಪಾವತಿಸಿ, 2 ವಾರಗಳ ಕಾಲ ಕಾಯಿರಿ, ನಂತರ ಆರ್ಡರ್ ರದ್ದಾಗುತ್ತದೆ. ಮತ್ತಷ್ಟು, Myntra help lineನಿಂದ ಯಾವುದೇ ಬೆಂಬಲವಿಲ್ಲ.",English,Kannada,F
Worst part I have placed many orders but don't know how they got cancelled itself I have placed almost 7+ orders every time after shipping it got cancelled near delivery,"ಹೆಚ್ಚಾದ ಕಷ್ಟಕರ ವಿಷಯವೇನೆಂದರೆ, ನಾನು ಮೈಂತ್ರಾದಲ್ಲಿ ಹಲವಾರು ಆರ್ಡರ್‌ಗಳನ್ನು ಇಟ್ಟಿದ್ದೇನೆ, ಆದರೆ ಅವು ಸ್ವಯಂಚಾಲಿತವಾಗಿ ಹೇಗೆ ರದ್ದಾಗುತ್ತಿವೆ ಎಂಬುದು ನನಗೆ ಗೊತ್ತಿಲ್ಲ. ನಾನು ಸುಮಾರು 7ಕ್ಕೂ ಹೆಚ್ಚು ಆರ್ಡರ್‌ಗಳನ್ನು ಇಟ್ಟಿದ್ದೇನೆ ಮತ್ತು ಪ್ರತಿಯೊಮ್ಮೆ shipping ನಂತರ ಡೆಲಿವರಿ ಹಂತದ ಬಳಿ ಅವು ರದ್ದಾಗುತ್ತವೆ.",English,Kannada,F
"Best option for a couch potato like me to surf online and buy clothes. Ample of variety, no issue with return and refund.. have been using since donkey's age now..","ನನ್ನಂತಹ ಸೋಮಾರಿ ಯಾರಿಗಾದರೂ ಆನ್ಲೈನ್‌ನಲ್ಲಿ ಬ್ರೌಸ್ ಮಾಡಿ ಬಟ್ಟೆಗಳನ್ನು ಖರೀದಿಸಲು ಇದು ಉತ್ತಮ ಆಯ್ಕೆ. ವಿವಿಧತೆ ತುಂಬಾ ಇದೆ, ರಿಟರ್ನ್ ಮತ್ತು ರಿಫಂಡ್ ನಲ್ಲಿ ಯಾವುದೇ ತೊಂದರೆ ಇಲ್ಲ.. ಬಹಳ ಕಾಲದಿಂದಲೇ ಇದನ್ನು ಬಳಸುತ್ತಿದ್ದೇನೆ..",English,Kannada,F
"Editing my review from 5 stars to 1 star since there is a major issue going on with myntra logistics team as they are either not delivering teb product or delivering incorrect products since 6 months. No action taken upon multiple complaints. No response from their customer support team, grievance team or anybupper management team involved in the mails. Customer care team (supervisors) disconnect the escalation call and do not call back. Customer care team lacks understanding of the issue.","ನಾನು ಕೊಟ್ಟಿರುವ ವಿಮರ್ಶೆಯನ್ನು 5 ನಕ್ಷತ್ರಗಳಿಂದ 1 ನಕ್ಷತ್ರಕ್ಕೆ ತಿದ್ದುಪಡಿಸುತ್ತಿದ್ದೇನೆ, ಏಕೆಂದರೆ ಕಳೆದ 6 ತಿಂಗಳಿಂದ ಮಿಂತ್ರಾ logistics ತಂಡದಿಂದ ದೊಡ್ಡ ಸಮಸ್ಯೆ ನಡೆಯುತ್ತಿದೆ. ಅವರು ಸರಿಯಾದ ಉತ್ಪನ್ನವನ್ನು ವಿತರಿಸದೇ ಇರುವುದು ಅಥವಾ ತಪ್ಪಾದ ಉತ್ಪನ್ನವನ್ನು ವಿತರಿಸುತ್ತಿದ್ದಾರೆ. ಅನೇಕ complaints ನಂತರವೂ ಯಾವುದೇ ಕ್ರಮ ಕೈಗೊಳ್ಳಲಾಗಿಲ್ಲ. ಗ್ರಾಹಕ ಸೇವಾ ತಂಡ, ಗ್ರೀವೆನ್ಸ್ (grievance)ತಂಡ ಅಥವಾ ಮೇಲ್ದರ್ಜೆಯ ನಿರ್ವಹಣಾ ತಂಡದಿಂದ ಯಾವುದೇ ಪ್ರತಿಕ್ರಿಯೆ ಇಲ್ಲ. ಗ್ರಾಹಕ ಸೇವಾ ತಂಡದ ಮೇಲ್ವಿಚಾರಕರು escalating call ಅನ್ನು ಡಿಸ್ಕನೆಕ್ಟ್ ಮಾಡುತ್ತಾರೆ ಮತ್ತು ಮತ್ತೆ ಕರೆ ಮಾಡುವುದಿಲ್ಲ. ಗ್ರಾಹಕ ಸೇವಾ ತಂಡ ಸಮಸ್ಯೆಯ ಅರಿವಿಲ್ಲದೆ ಕೆಲಸ ಮಾಡುತ್ತಿದೆ.",English,Kannada,F
"Posting product review here since Myntra keep deleting it I recently purchased an HRX bag from Myntra, hoping for high quality given the brand's reputation. Unfortunately, the bag tore within just one month of use, which was extremely disappointing. I had expected much better durability for a product priced around 1k. The quality issues were compounded by Myntra's customer support, which was unresponsive and unhelpful. Despite multiple attempts to seek assistance, I received no satisfactory res","ನಾನು ಉತ್ಪನ್ನ ವಿಮರ್ಶೆಯನ್ನು ಇಲ್ಲಿ ಪೋಸ್ಟ್ ಮಾಡುತ್ತಿದ್ದೇನೆ ಏಕೆಂದರೆ ಮೈಂತ್ರಾ ಅದನ್ನು ಮತ್ತೆ ಮತ್ತೆ ಅಳಿಸುತ್ತಿದೆ. ಇತ್ತೀಚೆಗೆ ನಾನು HRX ಬ್ರ್ಯಾಂಡ್‌ನ ಬ್ಯಾಗ್ ಅನ್ನು ಮೈಂತ್ರಾದಿಂದ ಖರೀದಿಸಿದ್ದೆ, ಈ ಬ್ರ್ಯಾಂಡ್‌ಗೆ ಇರುವ ಖ್ಯಾತಿಯನ್ನು ಆಧರಿಸಿ ಉತ್ತಮ ಗುಣಮಟ್ಟ ನಿರೀಕ್ಷಿಸಿದ್ದೆ. ಆದರೆ, ದುರಾದೃಷ್ಟವಶಾತ್, ಈ ಬ್ಯಾಗ್ ಕೇವಲ ಒಂದು ತಿಂಗಳ ಬಳಕೆಯಲ್ಲೇ ಹರಿದುಹೋಯಿತು — ಇದು ತುಂಬಾ ನಿದ್ದಾನಾಯಕವಾಗಿತ್ತು. ಸುಮಾರು ₹1000 ರಷ್ಟು ಬೆಲೆಯ ಉತ್ಪನ್ನಕ್ಕೆ ಹೆಚ್ಚು ದೈರ್ಮ್ಯತೆ (durability) ಇರಬೇಕು ಎಂದು ನಿರೀಕ್ಷೆ ಇತ್ತು. ಇದೆಲ್ಲಕ್ಕೂ ಮೈಂತ್ರಾದ ಗ್ರಾಹಕ ಬೆಂಬಲ ವ್ಯವಸ್ಥೆ ತುಂಬಾ ನಿರಾಶೆ ಉಂಟುಮಾಡಿದಂತಹದು — ಅವರು ಯಾವುದೇ ರೀತಿಯ ಸಹಾಯ ನೀಡಲಿಲ್ಲ ಮತ್ತು ಸ್ಪಂದಿಸಲೂ ಇಲ್ಲ. ಹಲವು ಬಾರಿ ಸಂಪರ್ಕಿಸಿದರೂ ಕೂಡ, ನನಗೆ ಯಾವುದೇ ಸಮರ್ಪಕವಾದ ಉತ್ತರ ಸಿಗಲಿಲ್ಲ.",English,Kannada,F
"One of the Worst app is this, i recommend you to dont use it. It can't give replacement of the product and also can't give return & refund. If product is unfit how we can use it. This app does not give replacement, return option. If it gives but their delivery agent unable to pick our order. And also bad management they cancelled my return request two times.... please don't use ti","ಇದು ಒಂದು ಅತ್ಯಂತ ಖರಾಬಾದ ಅಪ್ಲಿಕೇಶನ್. ದಯಮಾಡಿ ಇದನ್ನು ಬಳಸಬೇಡಿ ಎಂಬುದಾಗಿ ನಾನು ಶಿಫಾರಸು ಮಾಡುತ್ತೇನೆ. ಈ ಅಪ್ಲಿಕೇಶನ್ ಉತ್ಪನ್ನದ ಬದಲಾವಣೆಯನ್ನೂ (replacement) ನೀಡುವುದಿಲ್ಲ, ಮರಳಿಸುವ ಅಥವಾ ಮರುಪಾವತಿಯ (return & refund) ಆಯ್ಕೆಯನ್ನೂ ಸರಿಯಾಗಿ ನೀಡುವುದಿಲ್ಲ. ಉತ್ಪನ್ನ ಸೂಕ್ತವಿಲ್ಲದಿದ್ದರೆ ನಾವು ಅದನ್ನು ಹೇಗೆ ಬಳಸಬಹುದು? ಈ ಅಪ್ಲಿಕೇಶನ್‌ನಲ್ಲಿ ಬದಲಾವಣೆ ಅಥವಾ ರಿಟರ್ನ್ ಆಯ್ಕೆ ಇದ್ದರೂ ಸಹ, ಅವರ ಡೆಲಿವರಿ ಏಜೆಂಟ್ ನಮ್ಮ ಆರ್ಡರ್‌ನ್ನು ಪಿಕಪ್ ಮಾಡಲು ಅಸಮರ್ಥನಾಗಿರುತ್ತಾರೆ. ಇನ್ನೂ ಕೆಟ್ಟ ಸಂಗತಿಯೆಂದರೆ, ನನ್ನ ರಿಟರ್ನ್ ವಿನಂತಿಯನ್ನು ಎರಡು ಬಾರಿ ಅವರ management ಅಮೂಲುಗೊಳಿಸಿದ್ದಾರೆ. please ಈ ಅಪ್ಲಿಕೇಶನ್ ಉಪಯೋಗಿಸಬೇಡಿ.",English,Kannada,F
Myntra deducted money for an order that didn't get placed. I'm trying to contact customer care over phone but just an automated voice keeps telling that it'll get refunded in 48hours. It's been more than 3 weeks now and my money is not refunded yet. And there's no place to report this issue or get help.,"Myntra ನನ್ನ ಆರ್ಡರ್‌ಗಾಗಿ ಹಣ ಕಡಿತ ಮಾಡಿದ್ದು, ಆದರೆ ಆರ್ಡರ್ ಸರಿಯಾಗಿ ಪ್ಲೇಸ್ ಆಗಲೇ ಇಲ್ಲ. ನಾನು ಗ್ರಾಹಕ ಸೇವೆಗೆ ಫೋನ್ ಮೂಲಕ ಸಂಪರ್ಕಿಸಲು ಪ್ರಯತ್ನಿಸುತ್ತಿದ್ದೇನೆ, ಆದರೆ ಒಂದು automated voice ಮಾತ್ರ ಬರುತ್ತದೆ – 48 ತಾಸಿನಲ್ಲಿ ಹಣ ತಿರುಗಿನೀಡಬೇಕಾಗುತ್ತದೆ ಎಂದು ಹೇಳುತ್ತದೆ. ಈಗಾಗಲೇ 3 weeks ಹೆಚ್ಚು ಆಗಿದ್ದು, ಇನ್ನೂ ನನಗೆ ಹಣ ಮರಳಿಲ್ಲ. ಈ ಸಮಸ್ಯೆಯನ್ನು report ಮಾಡುವೆಲ್ಲಿಯೂ ಸ್ಥಳವಿಲ್ಲ ಮತ್ತು ಸಹಾಯ ಪಡೆಯಲು ಯಾವ ಮಾಧ್ಯಮವೂ ಇಲ್ಲ.",English,Kannada,F
"Your customer care team comes across as unprofessional and robotic. They do not provide effective solutions to issues and often give generic responses. When I reach out for assistance, I am repeatedly told that the issue has been raised and I should wait for 3-4 days for a response. This approach is highly frustrating and does not resolve my concerns. Plus customer care doesn't provide any email to share their feedback and you can't post negative reviews for order and delivery it shows error","ನಿಮ್ಮ ಗ್ರಾಹಕ ಸೇವಾ ತಂಡ ಅನೌಪಚಾರಿಕ ಹಾಗೂ ಯಂತ್ರದಂತಿದೆ ಎಂದು ಅನಿಸುತ್ತದೆ. ಅವರು ಸಮಸ್ಯೆಗಳಿಗೆ ಪರಿಣಾಮಕಾರಿಯಾದ ಪರಿಹಾರಗಳನ್ನು ನೀಡುವುದಿಲ್ಲ ಮತ್ತು ಸಾಮಾನ್ಯ ಉತ್ತರಗಳನ್ನು ಮಾತ್ರ ನೀಡುತ್ತಾರೆ. ನಾನು ಸಹಾಯಕ್ಕಾಗಿ ಸಂಪರ್ಕಿಸಿದಾಗ, ವಿಷಯವನ್ನು ದಾಖಲಿಸಲಾಗಿದೆ ಮತ್ತು ಉತ್ತರಕ್ಕಾಗಿ 3-4 ದಿನ ಕಾಯಬೇಕು ಎಂದು ಪುನಃ ಪುನಃ ಹೇಳಲಾಗುತ್ತದೆ. ಈ ರೀತಿಯ ನಡೆ ಬಹಳ ಅಸ್ವಸ್ಥಗೊಳಿಸುವುದಾಗಿದೆ ಮತ್ತು ನನ್ನ ಚಿಂತೆಗಳಿಗೆ ಪರಿಹಾರ ನೀಡುವುದಿಲ್ಲ. ಜೊತೆಗೆ, ಗ್ರಾಹಕ ಸೇವಾ ತಂಡ ಪ್ರತಿಕ್ರಿಯೆ ನೀಡಲು ಯಾವುದೇ ಇಮೇಲ್ ಅನ್ನು ನೀಡುವುದಿಲ್ಲ ಮತ್ತು ಆದೇಶ ಮತ್ತು ವಿತರಣೆ ಬಗ್ಗೆ ನಿರಾಕಾರಾತ್ಮಕ ವಿಮರ್ಶೆಗಳನ್ನು ಪೋಸ್ಟ್ ಮಾಡಲು ಪ್ರಯತ್ನಿಸಿದರೆ, ದೋಷ ತೋರಿಸುತ್ತದೆ.",English,Kannada,F
How can I add the bank details for future return purpose? Help me or else I'm uninstalling the app once again 😡 and not only this I had to sign up again and again creating new account because once there is some glitch during cancelling the product and other times I'm getting damaged esp. broken beauty items so in this case help me creating new account with same old phone number as I'm unable to create new account. I do like your app because you provide promising products especially in clothing.,"ಭವಿಷ್ಯದಲ್ಲಿನ ಮರುಪಾವತಿ ಗಾಗಿ ನಾನು ನನ್ನ ಬ್ಯಾಂಕ್ ವಿವರಗಳನ್ನು ಹೇಗೆ ಸೇರಿಸಬಹುದು? ದಯವಿಟ್ಟು ಸಹಾಯ ಮಾಡಿ ಇಲ್ಲವಾದರೆ ನಾನು ಮತ್ತೆ ಆ್ಯಪ್ ಅನ್ನು ಅನ್‌ಇನ್‌ಸ್ಟಾಲ್ ಮಾಡ್ತೀನಿ 😡. ಇದು ಮಾತ್ರವಲ್ಲದೆ, ಪ್ರತಿಫಲವಸ್ತು ರದ್ದುಗೊಳಿಸುವಾಗ ಯಾವುದೇ ಗ್ಲಿಚ್ ಸಂಭವಿಸಿದರೆ ನಾನು ಪ್ರತಿ ಬಾರಿ ಹೊಸ ಖಾತೆ ತೆರೆಯಬೇಕಾಗುತ್ತದೆ. ಮತ್ತೆ ಮತ್ತೆ ಸೈನ್ ಅಪ್ (sign upಮಾಡಬೇಕು. ಕೆಲವೊಮ್ಮೆ ಡ್ಯಾಮೇಜ್ ಆಗಿರೋ, ವಿಶೇಷವಾಗಿ beauty items ಬರೆದಿರುವ ಸ್ಥಿತಿಯಲ್ಲಿ ಬರುತ್ತಿವೆ. ಈ ಪರಿಸ್ಥಿತಿಯಲ್ಲಿ ನನ್ನ ಹಳೆಯ ಫೋನ್ ನಂಬರ್ ನಿಂದಲೇ ಹೊಸ ಖಾತೆ ತೆರೆಯಲು ಸಹಾಯ ಮಾಡಿ, ಏಕೆಂದರೆ ಈಗ ನನಗೆ ಹೊಸ ಖಾತೆ ತೆರೆಯಲಾಗುತ್ತಿಲ್ಲ. ನನಗೆ ನಿಮ್ಮ ಆ್ಯಪ್ ಇಷ್ಟವಾಗಿದೆ, ವಿಶೇಷವಾಗಿ ಬಟ್ಟೆಗಳ ವಿಭಾಗದಲ್ಲಿ ನೀವು ಒದಗಿಸುವ ಪ್ರಾಮಾಣಿಕ ಉತ್ಪನ್ನಗಳಿಗಾಗಿ.",English,Kannada,F
"I was a long time user of Myntra, it was all good till one time a wrong cheaper product was delivered. Myntra refused to pickup the product, imagine loosing 5000 Rs of your hard earned money. Moreover the customer service is useless, they don't contact you on phone, never reply on email too. Every time I am able to contact the customer service I get a new response, all full of lies and deception. I would recommend you all to avoid Myntra just for your peace of mind.","ನಾನು ಮೈಂತ್ರಾದ ಧೀರ್ಘಕಾಲೀನ ಗ್ರಾಹಕನಾಗಿದ್ದೆ. ಎಲ್ಲವೂ ಚೆನ್ನಾಗಿಯೇ ನಡೆಯುತ್ತಿತ್ತು, ಆದರೆ ಒಂದು ಸಲ ತಪ್ಪಾಗಿ ಅಗ್ಗದ ಉತ್ಪನ್ನವೊಂದನ್ನು ಕಳುಹಿಸಲಾಯಿತು. ₹5000 ರೂಪಾಯಿಗಳಷ್ಟು ದುಡಿತದ ಹಣ ನಷ್ಟವಾಗುವುದು ಕಲ್ಪಿಸಿ ನೋಡಿ—ಮೈಂತ್ರಾ ಆ ಉತ್ಪನ್ನವನ್ನು ವಾಪಸ್ ತೆಗೆದುಕೊಳ್ಳಲು ನಿರಾಕರಿಸಿತು. ಅದಕ್ಕೆ ಮೇಲಾಗಿಯೂ, ಅವರ ಗ್ರಾಹಕ ಸೇವೆ ಸಂಪೂರ್ಣ ನಿರುಪಯುಕ್ತವಾಗಿದೆ. ಅವರು ಫೋನ್‌ನಲ್ಲಿ ಸಂಪರ್ಕಿಸಲ್ಲ, ಇಮೇಲ್‌ಗೂ ಪ್ರತಿಕ್ರಿಯೆ ಇಲ್ಲ. ಯಾವಾಗಲಾದರೂ ಗ್ರಾಹಕ ಸೇವೆಯೊಂದಿಗೆ ಸಂಪರ್ಕ ಸಾದಿಸಿದರೆ ಪ್ರತಿ ಬಾರಿಗೆ ವಿಭಿನ್ನ ಉತ್ತರ—but ಅದನ್ನೆಲ್ಲಾ ಸುಳ್ಳು ಮತ್ತು ಮೋಸದಿಂದ ತುಂಬಿದಂತೆಯೇ ಭಾಸವಾಗುತ್ತದೆ. ನಾನು ಎಲ್ಲರಿಗೂ ಹೇಳುವೆ—ನಿಮ್ಮ ಮನಶಾಂತಿಯಿಗಾಗಿ ಮೈಂತ್ರಾವನ್ನು ದೂರವಿರಿಸಿ.",English,Kannada,F
"Products are genuine, colour will be same as shown in the picture. Fitting will be perfect. I only shop in Myntra if I want to... 5 out of 5 for Myntra",ಉತ್ಪನ್ನಗಳು ನಿಜವಾಗಿಯೂ ಖರಾರು. ಚಿತ್ರದಲ್ಲಿ ತೋರಿಸಿರುವಂತೆಯೇ ಬಣ್ಣ ಇರುತ್ತದೆ. ಫಿಟಿಂಗ್ (Fitting)ಕೂಡ ಸರಿಯಾಗಿ ಇರುತ್ತದೆ. ನನಗೆ ಯಾವುದಾದರೂ ಶಾಪಿಂಗ್ ಬೇಕಾದರೆ ನಾನು myntra ದಲ್ಲೇ ಶಾಪಿಂಗ್ ಮಾಡುತ್ತೇನೆ. myntra 5ರಲ್ಲಿ 5 ರೇಟಿಂಗ್,English,Kannada,F
"Utter non sense, i ordered a product and apparently there was a coupon which got used and I cannot return it , and the product looks like something around 200 whereas I paid so much more than that. This is not how it works.","ತುಂಬಾ ಅಸಂಬದ್ಧವಾದ ಅನುಭವ. ನಾನು ಒಂದು ಉತ್ಪನ್ನ ಆರ್ಡರ್ ಮಾಡಿದ್ದೆ, ಅದಕ್ಕೆ ಯಾವುದೋ coupon ಸ್ವಯಂ ಬಳಸಲ್ಪಟ್ಟಿದೆ ಎಂದು ತೋರಿಸುತ್ತಿದೆ, ಆದ್ದರಿಂದ ಈಗ ನಾನು ಅದನ್ನು ಮರುಪಠಿಸಲು ಸಾಧ್ಯವಿಲ್ಲ. ಮತ್ತು ಆ ಉತ್ಪನ್ನ ನೋಡಲು ₹200 ರಷ್ಟು ಮೌಲ್ಯದಷ್ಟೇ ಕಾಣಿಸುತ್ತಿದೆ, ಆದರೆ ನಾನು ಅದಕ್ಕೆ ಬಹಳಷ್ಟು ಹೆಚ್ಚು ಹಣ ನೀಡಿದ್ದೇನೆ. ಇದು ಹೀಗೆ ನಡೆಯಬಾರದಿತ್ತು.",English,Kannada,F
"I used to love this app but recently i did an online transaction of Rs 592 and the amount got debited but order was not placed and i haven't received the refund amount since a week, everytime i call them, they tell me to wait for another 72 hrs. Myntra your Finance department is too slow. Please don't do online transactions on Myntra, if any issues happen, they don't really want to refund your money.","ಈ ಮೊದಲು ನನಗೆ ಈ ಆ್ಯಪ್ ತುಂಬಾ ಇಷ್ಟವಾಗುತ್ತಿತ್ತು, ಆದರೆ ಇತ್ತೀಚೆಗೆ ನಾನು ₹592 ರಷ್ಟು ಆನ್‌ಲೈನ್ ಪಾವತಿ ಮಾಡಿದ್ದೆ. ಹಣ ಕಡಿತವಾಗಿದೆ ಆದರೆ ಆರ್ಡರ್ ಪ್ಲೇಸ್(place) ಆಗಿಲ್ಲ. ಈಗ ಒಂದು ವಾರವಾದರೂ ನನಗೆ ಹಣ ಮರುಪಾವತಿಯಾಗಿಲ್ಲ. ನಾನು ಪ್ರತೀ ಬಾರಿ ಕರೆ ಮಾಡಿದಾಗ, ಅವರು ಮತ್ತೆ 72 ಗಂಟೆಗಳ ಕಾಲ ಕಾಯಿರಿ ಎಂದು ಹೇಳುತ್ತಾರೆ. ಮಿಂತ್ರಾ, ನಿಮ್ಮ ಹಣಕಾಸು ಇಲಾಖೆ ಬಹಳ ನಿಧಾನವಾಗಿದೆ. ದಯವಿಟ್ಟು ಮಿಂತ್ರಾದಲ್ಲಿ ಆನ್‌ಲೈನ್ ಪಾವತಿ ಮಾಡಬೇಡಿ. ಏನಾದರೂ ಸಮಸ್ಯೆ ಬಂದರೆ, ಅವರು ನಿಮ್ಮ ಹಣವನ್ನು ರಿಟ್ನರ್ನ್ ನೀಡಲು ಇಚ್ಛೆಪಡುವುದಿಲ್ಲ.",English,Kannada,F
